event-id,visible,timestamp,location-long,location-lat,algorithm-marked-outlier,argos:altitude,argos:best-level,argos:calcul-freq,argos:error-radius,argos:gdop,argos:iq,argos:lat1,argos:lat2,argos:lc,argos:lon1,argos:lon2,argos:nb-mes,argos:nb-mes-120,argos:nopc,argos:orientation,argos:pass-duration,argos:semi-major,argos:semi-minor,argos:sensor-1,argos:sensor-2,argos:sensor-3,argos:sensor-4,argos:valid-location-algorithm,external-temperature,gps:fix-type-raw,height-above-ellipsoid,import-marked-outlier,lotek:crc-status,lotek:crc-status-text,mortality-status,tag-voltage,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name,utm-easting,utm-northing,utm-zone,study-timezone,study-local-timestamp
23569555723,TRUE,00:48.0,-69.9682922,41.646553,,,,,,,,,,,,,,,,,,,,,,,,,,3D,-23,FALSE,G,OK,,,gps,Calidris canutus,236445,FELG(9P>),Red Knot Fall MA Migration Study,419365.6569,4610987.428,19N,Greenwich Mean Time,00:48.0
23576182789,FALSE,00:48.0,-69.9682922,41.646553,,,,,,,,,,,,,,,,,,,,,,,,,,2D,-75,TRUE,E,Fail,,,gps,Calidris canutus,236445,FELG(9P>),Red Knot Fall MA Migration Study,419365.6569,4610987.428,19N,Greenwich Mean Time,00:48.0
23583899535,TRUE,59:28.0,-68.9697189,41.3119087,,,,,,,,,,,,,,,,,,,,,,,,,,3D,2342,FALSE,G,OK,,,gps,Calidris canutus,236445,FELG(9P>),Red Knot Fall MA Migration Study,502534.6435,4573383.269,19N,Greenwich Mean Time,59:28.0
23573050005,FALSE,03:44.0,-68.9697189,41.3119087,,,,,,,,,,,,,,,,,,,,,,,,,,3D,14630,TRUE,E,Fail,,,gps,Calidris canutus,236445,FELG(9P>),Red Knot Fall MA Migration Study,502534.6435,4573383.269,19N,Greenwich Mean Time,03:44.0
23573050006,FALSE,02:24.0,-65.4745178,40.5209732,,,,,,,,,,,,,,,,,,,,,,,,,,3D,1432,TRUE,E,Fail,,,gps,Calidris canutus,236445,FELG(9P>),Red Knot Fall MA Migration Study,290379.5986,4488524.798,20N,Greenwich Mean Time,02:24.0
23583899536,TRUE,02:24.0,-66.313385,40.5224838,,,,,,,,,,,,,,,,,,,,,,,,,,3D,1432,FALSE,G,OK,,,gps,Calidris canutus,236445,FELG(9P>),Red Knot Fall MA Migration Study,727584.376,4489218.697,19N,Greenwich Mean Time,02:24.0
23576182790,TRUE,59:44.0,-62.9091949,39.1508598,,,,,,,,,,,,,,,,,,,,,,,,,,3D,1115,FALSE,C,OK(corrected),,,gps,Calidris canutus,236445,FELG(9P>),Red Knot Fall MA Migration Study,507846.249,4333521.8,20N,Greenwich Mean Time,59:44.0
23576182791,FALSE,59:44.0,-62.9091949,39.1504517,,,,,,,,,,,,,,,,,,,,,,,,,,3D,1115,TRUE,E,Fail,,,gps,Calidris canutus,236445,FELG(9P>),Red Knot Fall MA Migration Study,507846.2943,4333476.512,20N,Greenwich Mean Time,59:44.0
23590419259,TRUE,59:44.0,-62.9091949,39.1508598,,,,,,,,,,,,,,,,,,,,,,,,,,3D,1115,FALSE,G,OK,,,gps,Calidris canutus,236445,FELG(9P>),Red Knot Fall MA Migration Study,507846.249,4333521.8,20N,Greenwich Mean Time,59:44.0
23583899537,TRUE,02:40.0,-60.543808,37.6980858,,,,,,,,,,,,,,,,,,,,,,,,,,3D,718,FALSE,G,OK,,,gps,Calidris canutus,236445,FELG(9P>),Red Knot Fall MA Migration Study,716545.0687,4175157.138,20N,Greenwich Mean Time,02:40.0
23583899538,TRUE,01:20.0,-58.1279373,36.1194382,,,,,,,,,,,,,,,,,,,,,,,,,,3D,-30,FALSE,G,OK,,,gps,Calidris canutus,236445,FELG(9P>),Red Knot Fall MA Migration Study,398493.1855,3997785.037,21N,Greenwich Mean Time,01:20.0
23583899539,TRUE,02:56.0,-55.0445175,33.6412811,,,,,,,,,,,,,,,,,,,,,,,,,,2D,0,FALSE,G,OK,,,gps,Calidris canutus,236445,FELG(9P>),Red Knot Fall MA Migration Study,681353.8157,3724097.973,21N,Greenwich Mean Time,02:56.0
23600789621,TRUE,00:16.0,-53.7561722,30.848423,,,,,,,,,,,,,,,,,,,,,,,,,,2D,0,FALSE,G,OK,,,gps,Calidris canutus,236445,FELG(9P>),Red Knot Fall MA Migration Study,236415.2724,3416055.999,22N,Greenwich Mean Time,00:16.0
23600789622,TRUE,58:56.0,-53.4854012,29.4764919,,,,,,,,,,,,,,,,,,,,,,,,,,3D,-18,FALSE,G,OK,,,gps,Calidris canutus,236445,FELG(9P>),Red Knot Fall MA Migration Study,259001.3966,3263351.806,22N,Greenwich Mean Time,58:56.0
23608530582,TRUE,01:52.0,-53.1622543,27.983654,,,,,,,,,,,,,,,,,,,,,,,,,,2D,0,FALSE,C,OK(corrected),,,gps,Calidris canutus,236445,FELG(9P>),Red Knot Fall MA Migration Study,287341.1753,3097275.063,22N,Greenwich Mean Time,01:52.0
23608530583,TRUE,00:32.0,-53.0240135,26.3570824,,,,,,,,,,,,,,,,,,,,,,,,,,2D,0,FALSE,C,OK(corrected),,,gps,Calidris canutus,236445,FELG(9P>),Red Knot Fall MA Migration Study,298032.125,2916813.636,22N,Greenwich Mean Time,00:32.0
23608530584,TRUE,02:08.0,-53.454937,22.8367748,,,,,,,,,,,,,,,,,,,,,,,,,,2D,0,FALSE,G,OK,,,gps,Calidris canutus,236445,FELG(9P>),Red Knot Fall MA Migration Study,248058.5866,2527546.626,22N,Greenwich Mean Time,02:08.0
23603986403,TRUE,02:24.0,-53.8287239,17.7075844,,,,,,,,,,,,,,,,,,,,,,,,,,2D,0,FALSE,C,OK(corrected),,,gps,Calidris canutus,236445,FELG(9P>),Red Knot Fall MA Migration Study,199954.1707,1960088.428,22N,Greenwich Mean Time,02:24.0
23608530585,TRUE,02:24.0,-53.8287239,17.7075844,,,,,,,,,,,,,,,,,,,,,,,,,,2D,0,FALSE,G,OK,,,gps,Calidris canutus,236445,FELG(9P>),Red Knot Fall MA Migration Study,199954.1707,1960088.428,22N,Greenwich Mean Time,02:24.0
23608530586,TRUE,59:44.0,-55.4828682,14.5094271,,,,,,,,,,,,,,,,,,,,,,,,,,2D,0,FALSE,G,OK,,,gps,Calidris canutus,236445,FELG(9P>),Red Knot Fall MA Migration Study,663485.7198,1604609.985,21N,Greenwich Mean Time,59:44.0
23608530587,TRUE,02:40.0,-56.2930298,12.819418,,,,,,,,,,,,,,,,,,,,,,,,,,2D,0,FALSE,G,OK,,,gps,Calidris canutus,236445,FELG(9P>),Red Knot Fall MA Migration Study,576721.6292,1417271.003,21N,Greenwich Mean Time,02:40.0
23616097454,TRUE,01:36.0,-60.1047668,8.60509396,,,,,,,,,,,,,,,,,,,,,,,,,,3D,-13,FALSE,G,OK,,,gps,Calidris canutus,236445,FELG(9P>),Red Knot Fall MA Migration Study,818694.6841,952398.4683,20N,Greenwich Mean Time,01:36.0
23612557127,TRUE,00:16.0,-60.113266,8.60788441,,,,,,,,,,,,,,,,,,,,,,,,,,3D,-14,FALSE,G,OK,,,gps,Calidris canutus,236445,FELG(9P>),Red Knot Fall MA Migration Study,817756.0353,952700.2682,20N,Greenwich Mean Time,00:16.0
23612557128,TRUE,58:56.0,-60.108429,8.60911369,,,,,,,,,,,,,,,,,,,,,,,,,,3D,-15,FALSE,G,OK,,,gps,Calidris canutus,236445,FELG(9P>),Red Knot Fall MA Migration Study,818287.8719,952840.3629,20N,Greenwich Mean Time,58:56.0
23612557129,TRUE,01:52.0,-60.1136513,8.60788441,,,,,,,,,,,,,,,,,,,,,,,,,,3D,-50,FALSE,G,OK,,,gps,Calidris canutus,236445,FELG(9P>),Red Knot Fall MA Migration Study,817713.589,952699.9479,20N,Greenwich Mean Time,01:52.0
23616097455,FALSE,01:52.0,-60.1132164,35.4704514,,,,,,,,,,,,,,,,,,,,,,,,,,3D,-50,TRUE,E,Fail,,,gps,Calidris canutus,236445,FELG(9P>),Red Knot Fall MA Migration Study,761943.6878,3929047.48,20N,Greenwich Mean Time,01:52.0
23612557130,TRUE,00:32.0,-60.1028214,8.60214996,,,,,,,,,,,,,,,,,,,,,,,,,,3D,-26,FALSE,G,OK,,,gps,Calidris canutus,236445,FELG(9P>),Red Knot Fall MA Migration Study,818911.4681,952074.2165,20N,Greenwich Mean Time,00:32.0
23612557131,TRUE,59:12.0,-60.102005,8.60130596,,,,,,,,,,,,,,,,,,,,,,,,,,3D,4,FALSE,G,OK,,,gps,Calidris canutus,236445,FELG(9P>),Red Knot Fall MA Migration Study,819002.1157,951981.4742,20N,Greenwich Mean Time,59:12.0
23617143166,TRUE,02:08.0,-60.1134453,8.60755157,,,,,,,,,,,,,,,,,,,,,,,,,,3D,-25,FALSE,G,OK,,,gps,Calidris canutus,236445,FELG(9P>),Red Knot Fall MA Migration Study,817736.5609,952663.2771,20N,Greenwich Mean Time,02:08.0
23617143167,TRUE,00:48.0,-60.1082497,8.60918999,,,,,,,,,,,,,,,,,,,,,,,,,,3D,-24,FALSE,G,OK,,,gps,Calidris canutus,236445,FELG(9P>),Red Knot Fall MA Migration Study,818307.5605,952848.9579,20N,Greenwich Mean Time,00:48.0
23617143168,TRUE,59:28.0,-60.1041527,8.60230446,,,,,,,,,,,,,,,,,,,,,,,,,,3D,-20,FALSE,C,OK(corrected),,,gps,Calidris canutus,236445,FELG(9P>),Red Knot Fall MA Migration Study,818764.6736,952090.2083,20N,Greenwich Mean Time,59:28.0
23626220933,TRUE,02:24.0,-60.0796547,8.59395885,,,,,,,,,,,,,,,,,,,,,,,,,,3D,-24,FALSE,G,OK,,,gps,Calidris canutus,236445,FELG(9P>),Red Knot Fall MA Migration Study,821470.611,951186.9142,20N,Greenwich Mean Time,02:24.0
23626220934,TRUE,01:04.0,-60.0415344,8.57975006,,,,,,,,,,,,,,,,,,,,,,,,,,3D,-12,FALSE,G,OK,,,gps,Calidris canutus,236445,FELG(9P>),Red Knot Fall MA Migration Study,825682.5842,949646.2735,20N,Greenwich Mean Time,01:04.0
23641923358,TRUE,01:04.0,-60.0415344,8.57975006,,,,,,,,,,,,,,,,,,,,,,,,,,3D,-12,FALSE,C,OK(corrected),,,gps,Calidris canutus,236445,FELG(9P>),Red Knot Fall MA Migration Study,825682.5842,949646.2735,20N,Greenwich Mean Time,01:04.0
23626220935,TRUE,59:44.0,-60.0436859,8.5810051,,,,,,,,,,,,,,,,,,,,,,,,,,3D,-24,FALSE,G,OK,,,gps,Calidris canutus,236445,FELG(9P>),Red Knot Fall MA Migration Study,825444.4635,949783.3749,20N,Greenwich Mean Time,59:44.0
23626220936,FALSE,02:40.0,-60.056385,8.48620796,,,,,,,,,,,,,,,,,,,,,,,,,,3D,-28,TRUE,E,Fail,,,gps,Calidris canutus,236445,FELG(9P>),Red Knot Fall MA Migration Study,824125.3733,939279.0423,20N,Greenwich Mean Time,02:40.0
23626220937,TRUE,02:40.0,-60.056385,8.58612442,,,,,,,,,,,,,,,,,,,,,,,,,,3D,-28,FALSE,G,OK,,,gps,Calidris canutus,236445,FELG(9P>),Red Knot Fall MA Migration Study,824040.9532,950339.3011,20N,Greenwich Mean Time,02:40.0
23626220938,TRUE,01:20.0,-60.0389252,8.5781374,,,,,,,,,,,,,,,,,,,,,,,,,,3D,-22,FALSE,G,OK,,,gps,Calidris canutus,236445,FELG(9P>),Red Knot Fall MA Migration Study,825971.4415,949469.9745,20N,Greenwich Mean Time,01:20.0
23639720001,TRUE,01:20.0,-60.0389252,8.5781374,,,,,,,,,,,,,,,,,,,,,,,,,,3D,-22,FALSE,C,OK(corrected),,,gps,Calidris canutus,236445,FELG(9P>),Red Knot Fall MA Migration Study,825971.4415,949469.9745,20N,Greenwich Mean Time,01:20.0
23641923359,TRUE,00:00.0,-60.0824432,8.59541798,,,,,,,,,,,,,,,,,,,,,,,,,,3D,-2,FALSE,G,OK,,,gps,Calidris canutus,236445,FELG(9P>),Red Knot Fall MA Migration Study,821162.1682,951346.0886,20N,Greenwich Mean Time,00:00.0
23641923360,TRUE,02:56.0,-60.0388489,8.57811165,,,,,,,,,,,,,,,,,,,,,,,,,,3D,-9,FALSE,G,OK,,,gps,Calidris canutus,236445,FELG(9P>),Red Knot Fall MA Migration Study,825979.8702,949467.1889,20N,Greenwich Mean Time,02:56.0
23639720002,TRUE,01:36.0,-60.0374413,8.57816315,,,,,,,,,,,,,,,,,,,,,,,,,,3D,-16,FALSE,C,OK(corrected),,,gps,Calidris canutus,236445,FELG(9P>),Red Knot Fall MA Migration Study,826134.9155,949474.0867,20N,Greenwich Mean Time,01:36.0
23641923361,TRUE,01:36.0,-60.0374413,8.57816315,,,,,,,,,,,,,,,,,,,,,,,,,,3D,-16,FALSE,G,OK,,,gps,Calidris canutus,236445,FELG(9P>),Red Knot Fall MA Migration Study,826134.9155,949474.0867,20N,Greenwich Mean Time,01:36.0
23639720003,TRUE,00:16.0,-60.0559998,8.58589458,,,,,,,,,,,,,,,,,,,,,,,,,,3D,-23,FALSE,G,OK,,,gps,Calidris canutus,236445,FELG(9P>),Red Knot Fall MA Migration Study,824083.5883,950314.1847,20N,Greenwich Mean Time,00:16.0
23641923362,TRUE,01:52.0,-60.0350075,8.57821465,,,,,,,,,,,,,,,,,,,,,,,,,,3D,-14,FALSE,G,OK,,,gps,Calidris canutus,236445,FELG(9P>),Red Knot Fall MA Migration Study,826403.0278,949481.8585,20N,Greenwich Mean Time,01:52.0
23641923363,TRUE,00:32.0,-60.0385933,8.57811165,,,,,,,,,,,,,,,,,,,,,,,,,,3D,-23,FALSE,G,OK,,,gps,Calidris canutus,236445,FELG(9P>),Red Knot Fall MA Migration Study,826008.0322,949467.4062,20N,Greenwich Mean Time,00:32.0
23647043251,TRUE,59:12.0,-60.0385933,8.57867527,,,,,,,,,,,,,,,,,,,,,,,,,,3D,-20,FALSE,G,OK,,,gps,Calidris canutus,236445,FELG(9P>),Red Knot Fall MA Migration Study,826007.5507,949529.7972,20N,Greenwich Mean Time,59:12.0
23647043252,TRUE,00:48.0,-60.0340881,8.57790756,,,,,,,,,,,,,,,,,,,,,,,,,,3D,-20,FALSE,G,OK,,,gps,Calidris canutus,236445,FELG(9P>),Red Knot Fall MA Migration Study,826504.5903,949448.6472,20N,Greenwich Mean Time,00:48.0
23647043253,TRUE,59:28.0,-60.0381813,8.5781374,,,,,,,,,,,,,,,,,,,,,,,,,,3D,-18,FALSE,G,OK,,,gps,Calidris canutus,236445,FELG(9P>),Red Knot Fall MA Migration Study,826053.4043,949470.607,20N,Greenwich Mean Time,59:28.0
23647043254,TRUE,02:24.0,-60.0376701,8.57826519,,,,,,,,,,,,,,,,,,,,,,,,,,3D,-22,FALSE,C,OK(corrected),,,gps,Calidris canutus,236445,FELG(9P>),Red Knot Fall MA Migration Study,826109.6191,949485.1877,20N,Greenwich Mean Time,02:24.0
23647043255,FALSE,02:24.0,-60.0376701,8.94790363,,,,,,,,,,,,,,,,,,,,,,,,,,3D,-22,TRUE,E,Fail,,,gps,Calidris canutus,236445,FELG(9P>),Red Knot Fall MA Migration Study,825787.0217,990403.3562,20N,Greenwich Mean Time,02:24.0
23649306383,TRUE,02:24.0,-60.0376701,8.57826519,,,,,,,,,,,,,,,,,,,,,,,,,,3D,-22,FALSE,G,OK,,,gps,Calidris canutus,236445,FELG(9P>),Red Knot Fall MA Migration Study,826109.6191,949485.1877,20N,Greenwich Mean Time,02:24.0
23649306384,TRUE,01:04.0,-60.0389252,8.57875156,,,,,,,,,,,,,,,,,,,,,,,,,,3D,-54,FALSE,G,OK,,,gps,Calidris canutus,236445,FELG(9P>),Red Knot Fall MA Migration Study,825970.9169,949537.9601,20N,Greenwich Mean Time,01:04.0
23649306385,TRUE,59:44.0,-60.0338287,8.58799362,,,,,,,,,,,,,,,,,,,,,,,,,,3D,128,FALSE,C,OK(corrected),,,gps,Calidris canutus,236445,FELG(9P>),Red Knot Fall MA Migration Study,826524.537,950565.3689,20N,Greenwich Mean Time,59:44.0
23652786993,TRUE,59:44.0,-60.0338287,8.58799362,,,,,,,,,,,,,,,,,,,,,,,,,,3D,128,FALSE,G,OK,,,gps,Calidris canutus,236445,FELG(9P>),Red Knot Fall MA Migration Study,826524.537,950565.3689,20N,Greenwich Mean Time,59:44.0
23652786994,TRUE,02:40.0,-60.0393105,8.57857323,,,,,,,,,,,,,,,,,,,,,,,,,,3D,-15,FALSE,G,OK,,,gps,Calidris canutus,236445,FELG(9P>),Red Knot Fall MA Migration Study,825928.617,949517.892,20N,Greenwich Mean Time,02:40.0
23652786995,TRUE,01:20.0,-60.0556412,8.58576679,,,,,,,,,,,,,,,,,,,,,,,,,,3D,25,FALSE,G,OK,,,gps,Calidris canutus,236445,FELG(9P>),Red Knot Fall MA Migration Study,824123.206,950300.3423,20N,Greenwich Mean Time,01:20.0
23652786996,TRUE,00:00.0,-60.0375443,8.57831669,,,,,,,,,,,,,,,,,,,,,,,,,,3D,-25,FALSE,C,OK(corrected),,,gps,Calidris canutus,236445,FELG(9P>),Red Knot Fall MA Migration Study,826123.4357,949490.9956,20N,Greenwich Mean Time,00:00.0
23652786997,TRUE,02:56.0,-60.0386162,8.57885456,,,,,,,,,,,,,,,,,,,,,,,,,,3D,-28,FALSE,C,OK(corrected),,,gps,Calidris canutus,236445,FELG(9P>),Red Knot Fall MA Migration Study,826004.8744,949549.6246,20N,Greenwich Mean Time,02:56.0
